source,target,is_chronic_path,gender_f,gender_m,gender_all,age_le_40,age_mid,age_gt_60,age_all,within_02_years,within_05_years,within_10_years,within_all_years,Weight
3,12,0,1,0,1,0,0,1,1,1,1,1,1,2
3,12,0,1,0,1,0,1,0,1,1,1,1,1,5
3,12,0,1,0,1,1,0,0,1,1,1,1,1,12
3,13,0,0,1,1,0,0,1,1,0,0,0,1,6
3,13,0,0,1,1,0,0,1,1,1,1,1,1,51
3,13,0,0,1,1,0,1,0,1,1,1,1,1,1
3,13,0,1,0,1,0,0,1,1,0,0,1,1,3
3,13,0,1,0,1,0,0,1,1,1,1,1,1,24
3,13,0,1,0,1,0,1,0,1,0,0,0,1,2
3,13,0,1,0,1,0,1,0,1,0,1,1,1,7
3,13,0,1,0,1,0,1,0,1,1,1,1,1,3
3,13,0,1,0,1,1,0,0,1,0,0,0,1,1
3,13,0,1,0,1,1,0,0,1,1,1,1,1,3
3,1,1,0,1,1,0,0,1,1,0,1,1,1,1
3,1,1,0,1,1,0,0,1,1,1,1,1,1,22
3,1,1,0,1,1,0,1,0,1,0,0,1,1,1
3,1,1,0,1,1,0,1,0,1,0,1,1,1,2
3,1,1,0,1,1,0,1,0,1,1,1,1,1,31
3,1,1,1,0,1,0,0,1,1,0,1,1,1,2
3,1,1,1,0,1,0,0,1,1,1,1,1,1,29
3,1,1,1,0,1,0,1,0,1,0,0,0,1,4
3,1,1,1,0,1,0,1,0,1,0,1,1,1,3
3,1,1,1,0,1,0,1,0,1,1,1,1,1,3
3,1,1,1,0,1,1,0,0,1,1,1,1,1,17
3,2,1,0,1,1,0,0,1,1,1,1,1,1,1
3,2,1,0,1,1,1,0,0,1,1,1,1,1,4
3,2,1,1,0,1,0,0,1,1,0,1,1,1,1
3,2,1,1,0,1,0,0,1,1,1,1,1,1,16
3,2,1,1,0,1,0,1,0,1,0,1,1,1,1
3,2,1,1,0,1,0,1,0,1,1,1,1,1,4
3,2,1,1,0,1,1,0,0,1,0,0,0,1,1
3,2,1,1,0,1,1,0,0,1,0,1,1,1,2
3,2,1,1,0,1,1,0,0,1,1,1,1,1,7
3,14,0,0,1,1,0,0,1,1,0,1,1,1,1
3,14,0,0,1,1,0,0,1,1,1,1,1,1,9
3,14,0,1,0,1,0,0,1,1,1,1,1,1,2
3,14,0,1,0,1,0,1,0,1,1,1,1,1,13
3,4,1,0,1,1,0,0,1,1,0,0,1,1,1
3,4,1,0,1,1,0,0,1,1,0,1,1,1,6
3,4,1,0,1,1,0,0,1,1,1,1,1,1,67
3,4,1,0,1,1,0,1,0,1,0,0,0,1,2
3,4,1,0,1,1,0,1,0,1,0,0,1,1,1
3,4,1,0,1,1,0,1,0,1,0,1,1,1,2
3,4,1,0,1,1,0,1,0,1,1,1,1,1,2
3,4,1,0,1,1,1,0,0,1,0,0,0,1,1
3,4,1,0,1,1,1,0,0,1,1,1,1,1,6
3,4,1,1,0,1,0,0,1,1,0,0,0,1,2
3,4,1,1,0,1,0,0,1,1,0,1,1,1,2
3,4,1,1,0,1,0,0,1,1,1,1,1,1,45
3,4,1,1,0,1,0,1,0,1,0,0,0,1,2
3,4,1,1,0,1,0,1,0,1,0,0,1,1,5
3,4,1,1,0,1,0,1,0,1,0,1,1,1,2
3,4,1,1,0,1,0,1,0,1,1,1,1,1,7
3,4,1,1,0,1,1,0,0,1,0,0,0,1,5
3,4,1,1,0,1,1,0,0,1,0,0,1,1,1
3,4,1,1,0,1,1,0,0,1,0,1,1,1,2
3,4,1,1,0,1,1,0,0,1,1,1,1,1,2
3,6,1,0,1,1,0,0,1,1,0,0,0,1,6
3,6,1,0,1,1,0,0,1,1,0,1,1,1,1
3,6,1,0,1,1,0,0,1,1,1,1,1,1,39
3,6,1,1,0,1,0,0,1,1,0,1,1,1,3
3,6,1,1,0,1,0,0,1,1,1,1,1,1,180
3,6,1,1,0,1,0,1,0,1,1,1,1,1,4
3,6,1,1,0,1,1,0,0,1,0,0,0,1,1
3,15,0,0,1,1,0,0,1,1,0,0,0,1,6
3,15,0,0,1,1,0,0,1,1,0,0,1,1,1
3,15,0,0,1,1,0,0,1,1,0,1,1,1,6
3,15,0,0,1,1,0,0,1,1,1,1,1,1,23
3,15,0,0,1,1,0,1,0,1,1,1,1,1,3
3,15,0,0,1,1,1,0,0,1,1,1,1,1,5
3,15,0,1,0,1,0,0,1,1,1,1,1,1,13
3,15,0,1,0,1,0,1,0,1,1,1,1,1,3
3,15,0,1,0,1,1,0,0,1,0,0,0,1,1
3,15,0,1,0,1,1,0,0,1,0,1,1,1,1
3,15,0,1,0,1,1,0,0,1,1,1,1,1,1
3,7,1,0,1,1,0,0,1,1,0,1,1,1,6
3,7,1,0,1,1,0,0,1,1,1,1,1,1,36
3,7,1,0,1,1,0,1,0,1,0,1,1,1,6
3,7,1,0,1,1,0,1,0,1,1,1,1,1,1
3,7,1,1,0,1,0,0,1,1,0,1,1,1,6
3,7,1,1,0,1,0,0,1,1,1,1,1,1,23
3,7,1,1,0,1,0,1,0,1,0,0,0,1,1
3,7,1,1,0,1,0,1,0,1,0,1,1,1,2
3,7,1,1,0,1,0,1,0,1,1,1,1,1,2
3,5,1,0,1,1,0,0,1,1,0,0,1,1,1
3,5,1,0,1,1,0,0,1,1,0,1,1,1,4
3,5,1,0,1,1,0,0,1,1,1,1,1,1,75
3,5,1,0,1,1,0,1,0,1,0,0,0,1,1
3,5,1,0,1,1,0,1,0,1,0,0,1,1,3
3,5,1,0,1,1,0,1,0,1,0,1,1,1,2
3,5,1,0,1,1,0,1,0,1,1,1,1,1,30
3,5,1,0,1,1,1,0,0,1,0,0,0,1,1
3,5,1,0,1,1,1,0,0,1,0,1,1,1,1
3,5,1,0,1,1,1,0,0,1,1,1,1,1,1
3,5,1,1,0,1,0,0,1,1,0,0,0,1,2
3,5,1,1,0,1,0,0,1,1,0,0,1,1,2
3,5,1,1,0,1,0,0,1,1,0,1,1,1,10
3,5,1,1,0,1,0,0,1,1,1,1,1,1,278
3,5,1,1,0,1,0,1,0,1,0,0,0,1,3
3,5,1,1,0,1,0,1,0,1,0,0,1,1,1
3,5,1,1,0,1,0,1,0,1,0,1,1,1,3
3,5,1,1,0,1,0,1,0,1,1,1,1,1,19
3,5,1,1,0,1,1,0,0,1,0,0,0,1,1
3,5,1,1,0,1,1,0,0,1,0,1,1,1,1
3,5,1,1,0,1,1,0,0,1,1,1,1,1,4
3,8,1,0,1,1,0,0,1,1,0,1,1,1,4
3,8,1,0,1,1,0,0,1,1,1,1,1,1,37
3,8,1,0,1,1,0,1,0,1,0,0,0,1,2
3,8,1,0,1,1,0,1,0,1,0,0,1,1,1
3,8,1,0,1,1,0,1,0,1,0,1,1,1,2
3,8,1,0,1,1,0,1,0,1,1,1,1,1,14
3,8,1,0,1,1,1,0,0,1,0,0,0,1,2
3,8,1,0,1,1,1,0,0,1,1,1,1,1,2
3,8,1,1,0,1,0,0,1,1,0,1,1,1,2
3,8,1,1,0,1,0,0,1,1,1,1,1,1,64
3,8,1,1,0,1,0,1,0,1,0,0,0,1,2
3,8,1,1,0,1,0,1,0,1,0,0,1,1,2
3,8,1,1,0,1,0,1,0,1,0,1,1,1,3
3,8,1,1,0,1,0,1,0,1,1,1,1,1,11
3,8,1,1,0,1,1,0,0,1,0,0,0,1,1
3,8,1,1,0,1,1,0,0,1,1,1,1,1,7
3,16,0,0,1,1,1,0,0,1,1,1,1,1,6
3,16,0,1,0,1,0,0,1,1,1,1,1,1,3
3,16,0,1,0,1,0,1,0,1,0,1,1,1,1
3,16,0,1,0,1,0,1,0,1,1,1,1,1,17
3,16,0,1,0,1,1,0,0,1,1,1,1,1,21
3,17,0,0,1,1,0,0,1,1,0,1,1,1,15
3,17,0,0,1,1,0,0,1,1,1,1,1,1,58
3,17,0,0,1,1,0,1,0,1,0,0,1,1,1
3,17,0,0,1,1,0,1,0,1,1,1,1,1,7
3,17,0,0,1,1,1,0,0,1,0,0,0,1,1
3,17,0,0,1,1,1,0,0,1,1,1,1,1,6
3,17,0,1,0,1,0,0,1,1,0,0,0,1,1
3,17,0,1,0,1,0,0,1,1,0,1,1,1,10
3,17,0,1,0,1,0,0,1,1,1,1,1,1,233
3,17,0,1,0,1,0,1,0,1,0,0,0,1,2
3,17,0,1,0,1,0,1,0,1,1,1,1,1,29
3,17,0,1,0,1,1,0,0,1,0,0,0,1,2
3,17,0,1,0,1,1,0,0,1,0,0,1,1,1
3,17,0,1,0,1,1,0,0,1,0,1,1,1,4
3,17,0,1,0,1,1,0,0,1,1,1,1,1,8
3,9,1,0,1,1,0,0,1,1,1,1,1,1,14
3,9,1,0,1,1,0,1,0,1,0,0,1,1,1
3,9,1,1,0,1,0,0,1,1,1,1,1,1,16
3,18,0,0,1,1,0,1,0,1,1,1,1,1,1
3,18,0,0,1,1,1,0,0,1,1,1,1,1,1
3,18,0,1,0,1,1,0,0,1,1,1,1,1,1
3,19,0,0,1,1,0,0,1,1,1,1,1,1,1
3,19,0,1,0,1,0,0,1,1,1,1,1,1,4
3,19,0,1,0,1,0,1,0,1,1,1,1,1,2
3,19,0,1,0,1,1,0,0,1,1,1,1,1,1
3,20,0,0,1,1,0,0,1,1,1,1,1,1,11
3,20,0,1,0,1,0,0,1,1,0,1,1,1,1
3,20,0,1,0,1,0,0,1,1,1,1,1,1,3
3,20,0,1,0,1,0,1,0,1,0,0,0,1,2
3,20,0,1,0,1,0,1,0,1,1,1,1,1,4
3,20,0,1,0,1,1,0,0,1,0,0,0,1,1
3,20,0,1,0,1,1,0,0,1,0,1,1,1,1
3,20,0,1,0,1,1,0,0,1,1,1,1,1,1
3,10,1,0,1,1,0,0,1,1,0,0,0,1,6
3,10,1,0,1,1,0,0,1,1,1,1,1,1,23
3,10,1,0,1,1,0,1,0,1,1,1,1,1,9
3,10,1,0,1,1,1,0,0,1,1,1,1,1,11
3,10,1,1,0,1,0,0,1,1,0,1,1,1,1
3,10,1,1,0,1,0,0,1,1,1,1,1,1,33
3,10,1,1,0,1,0,1,0,1,0,0,1,1,4
3,10,1,1,0,1,0,1,0,1,0,1,1,1,2
3,10,1,1,0,1,0,1,0,1,1,1,1,1,27
3,10,1,1,0,1,1,0,0,1,0,0,0,1,2
3,10,1,1,0,1,1,0,0,1,0,1,1,1,1
3,10,1,1,0,1,1,0,0,1,1,1,1,1,32
3,21,0,0,1,1,0,0,1,1,0,1,1,1,10
3,21,0,0,1,1,0,0,1,1,1,1,1,1,26
3,21,0,0,1,1,0,1,0,1,0,0,1,1,1
3,21,0,0,1,1,0,1,0,1,1,1,1,1,5
3,21,0,0,1,1,1,0,0,1,1,1,1,1,5
3,21,0,1,0,1,0,0,1,1,0,1,1,1,2
3,21,0,1,0,1,0,0,1,1,1,1,1,1,5
3,21,0,1,0,1,0,1,0,1,0,0,0,1,2
3,21,0,1,0,1,0,1,0,1,1,1,1,1,4
3,21,0,1,0,1,1,0,0,1,0,0,1,1,1
3,21,0,1,0,1,1,0,0,1,1,1,1,1,4
3,22,0,0,1,1,0,0,1,1,0,1,1,1,1
3,22,0,0,1,1,0,0,1,1,1,1,1,1,28
3,22,0,0,1,1,0,1,0,1,0,1,1,1,2
3,22,0,0,1,1,0,1,0,1,1,1,1,1,4
3,22,0,0,1,1,1,0,0,1,1,1,1,1,2
3,22,0,1,0,1,0,0,1,1,0,1,1,1,2
3,22,0,1,0,1,0,0,1,1,1,1,1,1,7
3,22,0,1,0,1,0,1,0,1,0,0,0,1,1
3,22,0,1,0,1,0,1,0,1,0,1,1,1,2
3,22,0,1,0,1,0,1,0,1,1,1,1,1,21
3,22,0,1,0,1,1,0,0,1,0,0,1,1,1
3,22,0,1,0,1,1,0,0,1,1,1,1,1,7
3,11,1,0,1,1,0,0,1,1,0,1,1,1,1
3,11,1,0,1,1,0,0,1,1,1,1,1,1,31
3,11,1,0,1,1,0,1,0,1,1,1,1,1,4
3,11,1,1,0,1,0,0,1,1,0,1,1,1,2
3,11,1,1,0,1,0,0,1,1,1,1,1,1,26
3,11,1,1,0,1,0,1,0,1,0,0,1,1,1
3,11,1,1,0,1,0,1,0,1,1,1,1,1,3
3,23,0,0,1,1,0,0,1,1,0,1,1,1,8
3,23,0,0,1,1,0,0,1,1,1,1,1,1,10
3,23,0,0,1,1,0,1,0,1,1,1,1,1,2
3,23,0,0,1,1,1,0,0,1,1,1,1,1,2
3,23,0,1,0,1,0,0,1,1,0,0,1,1,2
3,23,0,1,0,1,0,0,1,1,0,1,1,1,2
3,23,0,1,0,1,0,0,1,1,1,1,1,1,10
3,23,0,1,0,1,0,1,0,1,0,0,0,1,2
3,23,0,1,0,1,0,1,0,1,1,1,1,1,16
3,23,0,1,0,1,1,0,0,1,1,1,1,1,2
3,24,0,0,1,1,0,0,1,1,0,1,1,1,2
3,24,0,0,1,1,0,0,1,1,1,1,1,1,1
3,24,0,0,1,1,0,1,0,1,0,1,1,1,1
3,24,0,0,1,1,1,0,0,1,0,0,0,1,1
3,24,0,1,0,1,0,0,1,1,1,1,1,1,3
3,24,0,1,0,1,0,1,0,1,0,1,1,1,1
3,24,0,1,0,1,1,0,0,1,0,0,0,1,2
3,24,0,1,0,1,1,0,0,1,1,1,1,1,1
3,25,0,0,1,1,0,0,1,1,1,1,1,1,30
3,25,0,0,1,1,0,1,0,1,0,1,1,1,1
3,25,0,0,1,1,0,1,0,1,1,1,1,1,2
3,25,0,0,1,1,1,0,0,1,1,1,1,1,5
3,25,0,1,0,1,0,0,1,1,0,0,1,1,2
3,25,0,1,0,1,0,0,1,1,0,1,1,1,2
3,25,0,1,0,1,0,0,1,1,1,1,1,1,28
3,25,0,1,0,1,0,1,0,1,1,1,1,1,15
3,25,0,1,0,1,1,0,0,1,1,1,1,1,2
4,12,0,0,1,1,0,0,1,1,0,0,1,1,1
4,12,0,0,1,1,0,0,1,1,0,1,1,1,2
4,12,0,0,1,1,0,0,1,1,1,1,1,1,23
4,12,0,0,1,1,0,1,0,1,0,0,1,1,1
4,12,0,0,1,1,0,1,0,1,0,1,1,1,3
4,12,0,0,1,1,0,1,0,1,1,1,1,1,5
4,12,0,1,0,1,0,0,1,1,0,0,0,1,1
4,12,0,1,0,1,0,0,1,1,1,1,1,1,1
4,12,0,1,0,1,0,1,0,1,0,0,0,1,1
4,12,0,1,0,1,0,1,0,1,1,1,1,1,5
4,12,0,1,0,1,1,0,0,1,0,0,0,1,1
4,12,0,1,0,1,1,0,0,1,0,0,1,1,1
4,13,0,0,1,1,0,0,1,1,0,0,0,1,2
4,13,0,0,1,1,0,0,1,1,0,1,1,1,7
4,13,0,0,1,1,0,0,1,1,1,1,1,1,86
4,13,0,0,1,1,0,1,0,1,0,1,1,1,1
4,13,0,0,1,1,0,1,0,1,1,1,1,1,6
4,13,0,0,1,1,1,0,0,1,0,0,0,1,1
4,13,0,1,0,1,0,0,1,1,0,0,0,1,6
4,13,0,1,0,1,0,0,1,1,0,1,1,1,4
4,13,0,1,0,1,0,0,1,1,1,1,1,1,62
4,13,0,1,0,1,0,1,0,1,0,0,0,1,1
4,13,0,1,0,1,0,1,0,1,0,1,1,1,4
4,13,0,1,0,1,0,1,0,1,1,1,1,1,10
4,13,0,1,0,1,1,0,0,1,0,0,0,1,1
4,13,0,1,0,1,1,0,0,1,0,0,1,1,2
4,13,0,1,0,1,1,0,0,1,0,1,1,1,2
4,13,0,1,0,1,1,0,0,1,1,1,1,1,1
4,1,1,0,1,1,0,0,1,1,0,1,1,1,3
4,1,1,0,1,1,0,0,1,1,1,1,1,1,15
4,1,1,0,1,1,0,1,0,1,0,0,1,1,3
4,1,1,0,1,1,0,1,0,1,0,1,1,1,2
4,1,1,0,1,1,0,1,0,1,1,1,1,1,1
4,1,1,1,0,1,0,0,1,1,0,0,0,1,3
4,1,1,1,0,1,0,0,1,1,0,1,1,1,1
4,1,1,1,0,1,0,0,1,1,1,1,1,1,13
4,1,1,1,0,1,0,1,0,1,0,0,0,1,1
4,1,1,1,0,1,0,1,0,1,0,0,1,1,3
4,1,1,1,0,1,0,1,0,1,0,1,1,1,2
4,2,1,0,1,1,0,0,1,1,0,0,0,1,1
4,2,1,0,1,1,0,0,1,1,1,1,1,1,11
4,2,1,0,1,1,0,1,0,1,0,0,1,1,2
4,2,1,0,1,1,0,1,0,1,1,1,1,1,2
4,2,1,0,1,1,1,0,0,1,0,0,1,1,2
4,2,1,0,1,1,1,0,0,1,1,1,1,1,2
4,2,1,1,0,1,0,0,1,1,0,0,0,1,1
4,2,1,1,0,1,0,0,1,1,0,1,1,1,3
4,2,1,1,0,1,0,0,1,1,1,1,1,1,23
4,2,1,1,0,1,0,1,0,1,0,1,1,1,1
4,2,1,1,0,1,0,1,0,1,1,1,1,1,15
4,2,1,1,0,1,1,0,0,1,0,0,1,1,1
4,2,1,1,0,1,1,0,0,1,1,1,1,1,5
4,14,0,0,1,1,0,0,1,1,0,0,0,1,1
4,14,0,0,1,1,0,0,1,1,0,1,1,1,1
4,14,0,0,1,1,0,0,1,1,1,1,1,1,121
4,14,0,0,1,1,0,1,0,1,0,1,1,1,1
4,14,0,0,1,1,0,1,0,1,1,1,1,1,4
4,14,0,0,1,1,1,0,0,1,1,1,1,1,1
4,14,0,1,0,1,0,0,1,1,0,1,1,1,1
4,14,0,1,0,1,0,0,1,1,1,1,1,1,8
4,14,0,1,0,1,0,1,0,1,0,0,0,1,2
4,14,0,1,0,1,0,1,0,1,1,1,1,1,4
4,14,0,1,0,1,1,0,0,1,1,1,1,1,3
4,3,1,0,1,1,0,0,1,1,0,0,0,1,7
4,3,1,0,1,1,0,0,1,1,0,0,1,1,2
4,3,1,0,1,1,0,0,1,1,0,1,1,1,12
4,3,1,0,1,1,0,0,1,1,1,1,1,1,72
4,3,1,0,1,1,0,1,0,1,0,0,0,1,2
4,3,1,0,1,1,0,1,0,1,0,0,1,1,2
4,3,1,0,1,1,0,1,0,1,0,1,1,1,3
4,3,1,0,1,1,0,1,0,1,1,1,1,1,6
4,3,1,0,1,1,1,0,0,1,0,1,1,1,3
4,3,1,0,1,1,1,0,0,1,1,1,1,1,9
4,3,1,1,0,1,0,0,1,1,0,0,0,1,2
4,3,1,1,0,1,0,0,1,1,0,0,1,1,1
4,3,1,1,0,1,0,0,1,1,0,1,1,1,7
4,3,1,1,0,1,0,0,1,1,1,1,1,1,67
4,3,1,1,0,1,0,1,0,1,0,0,0,1,8
4,3,1,1,0,1,0,1,0,1,0,0,1,1,1
4,3,1,1,0,1,0,1,0,1,0,1,1,1,10
4,3,1,1,0,1,0,1,0,1,1,1,1,1,23
4,3,1,1,0,1,1,0,0,1,0,0,0,1,2
4,3,1,1,0,1,1,0,0,1,0,1,1,1,1
4,3,1,1,0,1,1,0,0,1,1,1,1,1,4
4,6,1,0,1,1,0,0,1,1,0,0,0,1,5
4,6,1,0,1,1,0,0,1,1,0,0,1,1,23
4,6,1,0,1,1,0,0,1,1,0,1,1,1,11
4,6,1,0,1,1,0,0,1,1,1,1,1,1,130
4,6,1,0,1,1,0,1,0,1,0,0,0,1,2
4,6,1,0,1,1,0,1,0,1,0,0,1,1,4
4,6,1,0,1,1,0,1,0,1,0,1,1,1,1
4,6,1,0,1,1,0,1,0,1,1,1,1,1,13
4,6,1,0,1,1,1,0,0,1,0,0,0,1,1
4,6,1,0,1,1,1,0,0,1,1,1,1,1,2
4,6,1,1,0,1,0,0,1,1,0,0,0,1,9
4,6,1,1,0,1,0,0,1,1,0,0,1,1,3
4,6,1,1,0,1,0,0,1,1,1,1,1,1,47
4,6,1,1,0,1,0,1,0,1,0,0,1,1,2
4,6,1,1,0,1,0,1,0,1,1,1,1,1,6
4,15,0,0,1,1,0,0,1,1,0,0,0,1,4
4,15,0,0,1,1,0,0,1,1,0,0,1,1,3
4,15,0,0,1,1,0,0,1,1,0,1,1,1,12
4,15,0,0,1,1,0,0,1,1,1,1,1,1,172
4,15,0,0,1,1,0,1,0,1,0,0,1,1,2
4,15,0,0,1,1,0,1,0,1,1,1,1,1,25
4,15,0,0,1,1,1,0,0,1,1,1,1,1,13
4,15,0,1,0,1,0,0,1,1,0,0,1,1,1
4,15,0,1,0,1,0,0,1,1,0,1,1,1,9
4,15,0,1,0,1,0,0,1,1,1,1,1,1,51
4,15,0,1,0,1,0,1,0,1,0,0,0,1,1
4,15,0,1,0,1,0,1,0,1,0,1,1,1,2
4,15,0,1,0,1,0,1,0,1,1,1,1,1,40
4,15,0,1,0,1,1,0,0,1,1,1,1,1,2
4,7,1,0,1,1,0,0,1,1,0,0,0,1,7
4,7,1,0,1,1,0,0,1,1,0,0,1,1,7
4,7,1,0,1,1,0,0,1,1,0,1,1,1,4
4,7,1,0,1,1,0,0,1,1,1,1,1,1,54
4,7,1,0,1,1,0,1,0,1,0,0,0,1,2
4,7,1,0,1,1,0,1,0,1,0,1,1,1,1
4,7,1,0,1,1,0,1,0,1,1,1,1,1,1
4,7,1,0,1,1,1,0,0,1,1,1,1,1,2
4,7,1,1,0,1,0,0,1,1,0,0,0,1,2
4,7,1,1,0,1,0,0,1,1,0,0,1,1,3
4,7,1,1,0,1,0,0,1,1,0,1,1,1,4
4,7,1,1,0,1,0,0,1,1,1,1,1,1,48
4,7,1,1,0,1,0,1,0,1,0,0,0,1,2
4,7,1,1,0,1,0,1,0,1,1,1,1,1,3
4,5,1,0,1,1,0,0,1,1,0,0,0,1,33
4,5,1,0,1,1,0,0,1,1,0,0,1,1,28
4,5,1,0,1,1,0,0,1,1,0,1,1,1,132
4,5,1,0,1,1,0,0,1,1,1,1,1,1,448
4,5,1,0,1,1,0,1,0,1,0,0,0,1,18
4,5,1,0,1,1,0,1,0,1,0,0,1,1,16
4,5,1,0,1,1,0,1,0,1,0,1,1,1,17
4,5,1,0,1,1,0,1,0,1,1,1,1,1,92
4,5,1,0,1,1,1,0,0,1,0,0,0,1,2
4,5,1,0,1,1,1,0,0,1,0,0,1,1,4
4,5,1,0,1,1,1,0,0,1,0,1,1,1,1
4,5,1,0,1,1,1,0,0,1,1,1,1,1,8
4,5,1,1,0,1,0,0,1,1,0,0,0,1,24
4,5,1,1,0,1,0,0,1,1,0,0,1,1,15
4,5,1,1,0,1,0,0,1,1,0,1,1,1,68
4,5,1,1,0,1,0,0,1,1,1,1,1,1,305
4,5,1,1,0,1,0,1,0,1,0,0,0,1,14
4,5,1,1,0,1,0,1,0,1,0,0,1,1,10
4,5,1,1,0,1,0,1,0,1,0,1,1,1,19
4,5,1,1,0,1,0,1,0,1,1,1,1,1,95
4,5,1,1,0,1,1,0,0,1,0,1,1,1,1
4,5,1,1,0,1,1,0,0,1,1,1,1,1,10
4,8,1,0,1,1,0,0,1,1,0,0,0,1,8
4,8,1,0,1,1,0,0,1,1,0,0,1,1,27
4,8,1,0,1,1,0,0,1,1,0,1,1,1,33
4,8,1,0,1,1,0,0,1,1,1,1,1,1,293
4,8,1,0,1,1,0,1,0,1,0,0,0,1,10
4,8,1,0,1,1,0,1,0,1,0,0,1,1,13
4,8,1,0,1,1,0,1,0,1,0,1,1,1,5
4,8,1,0,1,1,0,1,0,1,1,1,1,1,49
4,8,1,0,1,1,1,0,0,1,0,0,0,1,2
4,8,1,0,1,1,1,0,0,1,1,1,1,1,2
4,8,1,1,0,1,0,0,1,1,0,0,0,1,13
4,8,1,1,0,1,0,0,1,1,0,0,1,1,5
4,8,1,1,0,1,0,0,1,1,0,1,1,1,9
4,8,1,1,0,1,0,0,1,1,1,1,1,1,185
4,8,1,1,0,1,0,1,0,1,0,0,0,1,18
4,8,1,1,0,1,0,1,0,1,0,0,1,1,12
4,8,1,1,0,1,0,1,0,1,0,1,1,1,4
4,8,1,1,0,1,0,1,0,1,1,1,1,1,73
4,8,1,1,0,1,1,0,0,1,0,1,1,1,1
4,8,1,1,0,1,1,0,0,1,1,1,1,1,10
4,16,0,0,1,1,0,0,1,1,0,1,1,1,6
4,16,0,0,1,1,0,0,1,1,1,1,1,1,1
4,16,0,0,1,1,0,1,0,1,1,1,1,1,2
4,16,0,1,0,1,0,0,1,1,0,0,0,1,1
4,16,0,1,0,1,0,0,1,1,0,1,1,1,1
4,16,0,1,0,1,0,0,1,1,1,1,1,1,2
4,16,0,1,0,1,0,1,0,1,1,1,1,1,1
4,17,0,0,1,1,0,0,1,1,0,0,0,1,25
4,17,0,0,1,1,0,0,1,1,0,0,1,1,19
4,17,0,0,1,1,0,0,1,1,0,1,1,1,35
4,17,0,0,1,1,0,0,1,1,1,1,1,1,333
4,17,0,0,1,1,0,1,0,1,0,0,0,1,2
4,17,0,0,1,1,0,1,0,1,0,0,1,1,9
4,17,0,0,1,1,0,1,0,1,0,1,1,1,5
4,17,0,0,1,1,0,1,0,1,1,1,1,1,80
4,17,0,0,1,1,1,0,0,1,0,0,1,1,3
4,17,0,0,1,1,1,0,0,1,1,1,1,1,21
4,17,0,1,0,1,0,0,1,1,0,0,0,1,20
4,17,0,1,0,1,0,0,1,1,0,0,1,1,10
4,17,0,1,0,1,0,0,1,1,0,1,1,1,32
4,17,0,1,0,1,0,0,1,1,1,1,1,1,206
4,17,0,1,0,1,0,1,0,1,0,0,0,1,6
4,17,0,1,0,1,0,1,0,1,0,0,1,1,5
4,17,0,1,0,1,0,1,0,1,0,1,1,1,12
4,17,0,1,0,1,0,1,0,1,1,1,1,1,101
4,17,0,1,0,1,1,0,0,1,0,1,1,1,6
4,17,0,1,0,1,1,0,0,1,1,1,1,1,15
4,9,1,0,1,1,0,0,1,1,0,0,0,1,1
4,9,1,0,1,1,0,0,1,1,1,1,1,1,32
4,9,1,0,1,1,0,1,0,1,0,1,1,1,2
4,9,1,1,0,1,0,0,1,1,0,0,1,1,1
4,9,1,1,0,1,0,0,1,1,1,1,1,1,4
4,9,1,1,0,1,0,1,0,1,0,0,0,1,2
4,9,1,1,0,1,0,1,0,1,0,0,1,1,2
4,18,0,0,1,1,1,0,0,1,1,1,1,1,2
4,18,0,1,0,1,0,1,0,1,1,1,1,1,2
4,19,0,0,1,1,0,0,1,1,0,0,0,1,2
4,19,0,0,1,1,0,0,1,1,1,1,1,1,5
4,19,0,1,0,1,0,0,1,1,1,1,1,1,4
4,19,0,1,0,1,0,1,0,1,0,0,0,1,1
4,19,0,1,0,1,1,0,0,1,1,1,1,1,4
4,20,0,0,1,1,0,0,1,1,0,0,1,1,1
4,20,0,0,1,1,0,0,1,1,0,1,1,1,6
4,20,0,0,1,1,0,0,1,1,1,1,1,1,102
4,20,0,0,1,1,0,1,0,1,0,0,1,1,1
4,20,0,0,1,1,0,1,0,1,0,1,1,1,2
4,20,0,0,1,1,0,1,0,1,1,1,1,1,8
4,20,0,0,1,1,1,0,0,1,1,1,1,1,3
4,20,0,1,0,1,0,0,1,1,1,1,1,1,27
4,20,0,1,0,1,0,1,0,1,0,0,0,1,4
4,20,0,1,0,1,0,1,0,1,0,1,1,1,3
4,20,0,1,0,1,0,1,0,1,1,1,1,1,26
4,20,0,1,0,1,1,0,0,1,0,0,1,1,1
4,20,0,1,0,1,1,0,0,1,1,1,1,1,4
4,10,1,0,1,1,0,0,1,1,0,0,1,1,2
4,10,1,0,1,1,0,0,1,1,0,1,1,1,5
4,10,1,0,1,1,0,0,1,1,1,1,1,1,43
4,10,1,0,1,1,0,1,0,1,0,0,0,1,1
4,10,1,0,1,1,0,1,0,1,0,0,1,1,4
4,10,1,0,1,1,0,1,0,1,0,1,1,1,6
4,10,1,0,1,1,0,1,0,1,1,1,1,1,21
4,10,1,0,1,1,1,0,0,1,1,1,1,1,3
4,10,1,1,0,1,0,0,1,1,0,0,0,1,6
4,10,1,1,0,1,0,0,1,1,0,1,1,1,5
4,10,1,1,0,1,0,0,1,1,1,1,1,1,75
4,10,1,1,0,1,0,1,0,1,0,0,0,1,1
4,10,1,1,0,1,0,1,0,1,0,1,1,1,3
