source,target,is_chronic_path,gender_f,gender_m,gender_all,age_le_40,age_mid,age_gt_60,age_all,within_02_years,within_05_years,within_10_years,within_all_years,Weight
1,5,1,1,0,1,0,0,1,1,1,1,1,1,106
1,5,1,1,0,1,0,1,0,1,0,0,0,1,7
1,5,1,1,0,1,0,1,0,1,0,0,1,1,3
1,5,1,1,0,1,0,1,0,1,0,1,1,1,7
1,5,1,1,0,1,0,1,0,1,1,1,1,1,16
1,5,1,1,0,1,1,0,0,1,0,0,0,1,1
1,5,1,1,0,1,1,0,0,1,1,1,1,1,2
1,8,1,0,1,1,0,0,1,1,0,0,0,1,7
1,8,1,0,1,1,0,0,1,1,1,1,1,1,42
1,8,1,0,1,1,0,1,0,1,0,0,0,1,8
1,8,1,0,1,1,0,1,0,1,0,0,1,1,1
1,8,1,0,1,1,0,1,0,1,0,1,1,1,1
1,8,1,0,1,1,0,1,0,1,1,1,1,1,3
1,8,1,0,1,1,1,0,0,1,0,0,0,1,2
1,8,1,0,1,1,1,0,0,1,1,1,1,1,1
1,8,1,1,0,1,0,0,1,1,0,0,0,1,2
1,8,1,1,0,1,0,0,1,1,0,0,1,1,2
1,8,1,1,0,1,0,0,1,1,0,1,1,1,4
1,8,1,1,0,1,0,0,1,1,1,1,1,1,23
1,8,1,1,0,1,0,1,0,1,0,0,0,1,25
1,8,1,1,0,1,0,1,0,1,0,0,1,1,1
1,8,1,1,0,1,0,1,0,1,0,1,1,1,1
1,8,1,1,0,1,0,1,0,1,1,1,1,1,10
1,8,1,1,0,1,1,0,0,1,0,0,0,1,3
1,8,1,1,0,1,1,0,0,1,1,1,1,1,1
1,16,0,0,1,1,0,1,0,1,0,0,0,1,1
1,16,0,0,1,1,0,1,0,1,1,1,1,1,30
1,16,0,1,0,1,0,0,1,1,1,1,1,1,4
1,16,0,1,0,1,0,1,0,1,1,1,1,1,3
1,16,0,1,0,1,1,0,0,1,1,1,1,1,12
1,17,0,0,1,1,0,0,1,1,0,0,0,1,2
1,17,0,0,1,1,0,0,1,1,0,0,1,1,1
1,17,0,0,1,1,0,0,1,1,0,1,1,1,1
1,17,0,0,1,1,0,0,1,1,1,1,1,1,47
1,17,0,0,1,1,0,1,0,1,0,0,1,1,1
1,17,0,0,1,1,0,1,0,1,1,1,1,1,1
1,17,0,0,1,1,1,0,0,1,0,0,1,1,1
1,17,0,1,0,1,0,0,1,1,0,0,0,1,3
1,17,0,1,0,1,0,0,1,1,0,0,1,1,2
1,17,0,1,0,1,0,0,1,1,0,1,1,1,2
1,17,0,1,0,1,0,0,1,1,1,1,1,1,48
1,17,0,1,0,1,0,1,0,1,0,0,0,1,3
1,17,0,1,0,1,0,1,0,1,1,1,1,1,4
1,17,0,1,0,1,1,0,0,1,1,1,1,1,1
1,9,1,0,1,1,0,0,1,1,0,0,0,1,2
1,9,1,0,1,1,0,0,1,1,0,1,1,1,1
1,9,1,0,1,1,0,0,1,1,1,1,1,1,13
1,9,1,0,1,1,0,1,0,1,0,0,0,1,1
1,9,1,0,1,1,0,1,0,1,1,1,1,1,3
1,9,1,1,0,1,0,1,0,1,0,0,0,1,1
1,18,0,0,1,1,0,1,0,1,1,1,1,1,1
1,18,0,1,0,1,0,0,1,1,1,1,1,1,1
1,18,0,1,0,1,0,1,0,1,1,1,1,1,1
1,19,0,1,0,1,0,0,1,1,0,0,1,1,1
1,19,0,1,0,1,0,0,1,1,1,1,1,1,10
1,19,0,1,0,1,1,0,0,1,1,1,1,1,3
1,20,0,0,1,1,0,0,1,1,0,0,0,1,2
1,20,0,0,1,1,0,0,1,1,1,1,1,1,1
1,20,0,0,1,1,0,1,0,1,1,1,1,1,1
1,20,0,1,0,1,0,0,1,1,0,0,0,1,1
1,20,0,1,0,1,0,0,1,1,1,1,1,1,4
1,20,0,1,0,1,0,1,0,1,1,1,1,1,2
1,10,1,0,1,1,0,0,1,1,0,1,1,1,2
1,10,1,0,1,1,0,0,1,1,1,1,1,1,10
1,10,1,0,1,1,0,1,0,1,0,0,0,1,1
1,10,1,0,1,1,0,1,0,1,0,0,1,1,1
1,10,1,0,1,1,0,1,0,1,0,1,1,1,1
1,10,1,0,1,1,0,1,0,1,1,1,1,1,6
1,10,1,1,0,1,0,0,1,1,0,0,0,1,2
1,10,1,1,0,1,0,0,1,1,0,0,1,1,1
1,10,1,1,0,1,0,0,1,1,1,1,1,1,25
1,10,1,1,0,1,0,1,0,1,0,0,0,1,2
1,10,1,1,0,1,0,1,0,1,1,1,1,1,10
1,10,1,1,0,1,1,0,0,1,0,0,0,1,1
1,10,1,1,0,1,1,0,0,1,1,1,1,1,2
1,21,0,0,1,1,0,0,1,1,0,0,0,1,1
1,21,0,0,1,1,0,0,1,1,0,1,1,1,1
1,21,0,0,1,1,0,0,1,1,1,1,1,1,37
1,21,0,0,1,1,0,1,0,1,0,0,0,1,1
1,21,0,1,0,1,0,0,1,1,0,0,0,1,4
1,21,0,1,0,1,0,0,1,1,0,1,1,1,4
1,21,0,1,0,1,0,0,1,1,1,1,1,1,12
1,21,0,1,0,1,0,1,0,1,0,0,1,1,1
1,21,0,1,0,1,0,1,0,1,1,1,1,1,1
1,22,0,0,1,1,0,0,1,1,1,1,1,1,1
1,22,0,0,1,1,0,1,0,1,0,0,0,1,2
1,22,0,0,1,1,0,1,0,1,0,1,1,1,4
1,22,0,0,1,1,0,1,0,1,1,1,1,1,1
1,22,0,0,1,1,1,0,0,1,0,0,0,1,1
1,22,0,1,0,1,0,0,1,1,0,1,1,1,2
1,22,0,1,0,1,0,0,1,1,1,1,1,1,10
1,22,0,1,0,1,0,1,0,1,0,1,1,1,3
1,22,0,1,0,1,0,1,0,1,1,1,1,1,3
1,22,0,1,0,1,1,0,0,1,0,0,0,1,2
1,22,0,1,0,1,1,0,0,1,0,1,1,1,2
1,22,0,1,0,1,1,0,0,1,1,1,1,1,2
1,11,1,0,1,1,0,0,1,1,0,0,0,1,2
1,11,1,0,1,1,0,0,1,1,0,0,1,1,1
1,11,1,0,1,1,0,0,1,1,1,1,1,1,6
1,11,1,0,1,1,0,1,0,1,0,0,1,1,1
1,11,1,0,1,1,0,1,0,1,0,1,1,1,1
1,11,1,0,1,1,1,0,0,1,0,0,1,1,2
1,11,1,1,0,1,0,0,1,1,0,0,1,1,3
1,11,1,1,0,1,0,0,1,1,1,1,1,1,55
1,11,1,1,0,1,0,1,0,1,0,0,0,1,3
1,11,1,1,0,1,0,1,0,1,0,0,1,1,6
1,11,1,1,0,1,0,1,0,1,0,1,1,1,1
1,23,0,0,1,1,0,0,1,1,0,0,0,1,2
1,23,0,0,1,1,0,0,1,1,1,1,1,1,12
1,23,0,0,1,1,0,1,0,1,0,0,0,1,1
1,23,0,0,1,1,0,1,0,1,0,1,1,1,2
1,23,0,1,0,1,0,0,1,1,0,0,0,1,2
1,23,0,1,0,1,0,0,1,1,0,0,1,1,2
1,23,0,1,0,1,0,0,1,1,0,1,1,1,2
1,24,0,0,1,1,0,0,1,1,1,1,1,1,9
1,24,0,1,0,1,0,0,1,1,1,1,1,1,19
1,24,0,1,0,1,0,1,0,1,0,0,1,1,1
1,24,0,1,0,1,0,1,0,1,0,1,1,1,1
1,24,0,1,0,1,1,0,0,1,0,1,1,1,1
1,25,0,0,1,1,0,0,1,1,1,1,1,1,6
1,25,0,0,1,1,0,1,0,1,0,0,0,1,1
1,25,0,0,1,1,0,1,0,1,0,1,1,1,2
1,25,0,0,1,1,0,1,0,1,1,1,1,1,7
1,25,0,0,1,1,1,0,0,1,1,1,1,1,1
1,25,0,1,0,1,0,0,1,1,0,0,0,1,7
1,25,0,1,0,1,0,0,1,1,0,0,1,1,1
1,25,0,1,0,1,0,0,1,1,0,1,1,1,9
1,25,0,1,0,1,0,0,1,1,1,1,1,1,15
1,25,0,1,0,1,0,1,0,1,0,0,0,1,1
2,12,0,0,1,1,0,1,0,1,1,1,1,1,6
2,12,0,1,0,1,0,0,1,1,1,1,1,1,7
2,12,0,1,0,1,0,1,0,1,0,0,1,1,1
2,12,0,1,0,1,1,0,0,1,0,1,1,1,1
2,12,0,1,0,1,1,0,0,1,1,1,1,1,3
2,13,0,0,1,1,0,0,1,1,1,1,1,1,2
2,13,0,0,1,1,0,1,0,1,1,1,1,1,1
2,13,0,1,0,1,0,0,1,1,0,0,0,1,4
2,13,0,1,0,1,0,0,1,1,0,1,1,1,3
2,13,0,1,0,1,0,0,1,1,1,1,1,1,8
2,13,0,1,0,1,0,1,0,1,0,0,0,1,6
2,13,0,1,0,1,0,1,0,1,0,0,1,1,1
2,13,0,1,0,1,0,1,0,1,0,1,1,1,2
2,13,0,1,0,1,0,1,0,1,1,1,1,1,3
2,13,0,1,0,1,1,0,0,1,0,0,0,1,2
2,13,0,1,0,1,1,0,0,1,1,1,1,1,10
2,1,1,0,1,1,0,0,1,1,0,1,1,1,2
2,1,1,0,1,1,0,0,1,1,1,1,1,1,12
2,1,1,0,1,1,0,1,0,1,1,1,1,1,3
2,1,1,1,0,1,0,0,1,1,0,1,1,1,1
2,1,1,1,0,1,0,0,1,1,1,1,1,1,63
2,1,1,1,0,1,0,1,0,1,0,0,0,1,1
2,1,1,1,0,1,0,1,0,1,0,1,1,1,2
2,1,1,1,0,1,0,1,0,1,1,1,1,1,7
2,1,1,1,0,1,1,0,0,1,0,0,0,1,1
2,1,1,1,0,1,1,0,0,1,0,0,1,1,1
2,1,1,1,0,1,1,0,0,1,1,1,1,1,5
2,14,0,0,1,1,0,0,1,1,0,0,0,1,2
2,14,0,0,1,1,0,0,1,1,1,1,1,1,4
2,14,0,0,1,1,1,0,0,1,0,0,0,1,2
2,14,0,1,0,1,0,0,1,1,1,1,1,1,6
2,14,0,1,0,1,0,1,0,1,1,1,1,1,1
2,3,1,0,1,1,0,0,1,1,0,0,0,1,1
2,3,1,0,1,1,0,0,1,1,1,1,1,1,1
2,3,1,0,1,1,0,1,0,1,0,1,1,1,1
2,3,1,0,1,1,0,1,0,1,1,1,1,1,3
2,3,1,0,1,1,1,0,0,1,1,1,1,1,3
2,3,1,1,0,1,0,0,1,1,0,0,0,1,1
2,3,1,1,0,1,0,0,1,1,0,1,1,1,13
2,3,1,1,0,1,0,0,1,1,1,1,1,1,53
2,3,1,1,0,1,0,1,0,1,0,0,0,1,1
2,3,1,1,0,1,0,1,0,1,1,1,1,1,4
2,3,1,1,0,1,1,0,0,1,0,1,1,1,1
2,3,1,1,0,1,1,0,0,1,1,1,1,1,7
2,4,1,0,1,1,0,0,1,1,0,0,0,1,7
2,4,1,0,1,1,0,0,1,1,0,0,1,1,2
2,4,1,0,1,1,0,0,1,1,0,1,1,1,2
2,4,1,0,1,1,0,0,1,1,1,1,1,1,10
2,4,1,0,1,1,0,1,0,1,0,0,0,1,5
2,4,1,0,1,1,0,1,0,1,0,0,1,1,1
2,4,1,0,1,1,0,1,0,1,1,1,1,1,3
2,4,1,0,1,1,1,0,0,1,0,0,0,1,5
2,4,1,0,1,1,1,0,0,1,1,1,1,1,2
2,4,1,1,0,1,0,0,1,1,0,0,0,1,2
2,4,1,1,0,1,0,0,1,1,0,0,1,1,1
2,4,1,1,0,1,0,0,1,1,0,1,1,1,13
2,4,1,1,0,1,0,0,1,1,1,1,1,1,23
2,4,1,1,0,1,0,1,0,1,0,0,0,1,5
2,4,1,1,0,1,0,1,0,1,0,1,1,1,2
2,4,1,1,0,1,0,1,0,1,1,1,1,1,7
2,4,1,1,0,1,1,0,0,1,0,0,0,1,10
2,4,1,1,0,1,1,0,0,1,0,0,1,1,1
2,4,1,1,0,1,1,0,0,1,0,1,1,1,1
2,4,1,1,0,1,1,0,0,1,1,1,1,1,6
2,6,1,0,1,1,0,0,1,1,0,0,0,1,1
2,6,1,0,1,1,0,0,1,1,0,1,1,1,1
2,6,1,0,1,1,0,0,1,1,1,1,1,1,4
2,6,1,0,1,1,0,1,0,1,0,0,1,1,2
2,6,1,1,0,1,0,0,1,1,0,0,0,1,7
2,6,1,1,0,1,0,0,1,1,0,1,1,1,1
2,6,1,1,0,1,0,0,1,1,1,1,1,1,47
2,6,1,1,0,1,0,1,0,1,0,0,0,1,3
2,6,1,1,0,1,0,1,0,1,1,1,1,1,1
2,15,0,0,1,1,0,0,1,1,0,0,0,1,1
2,15,0,0,1,1,0,1,0,1,1,1,1,1,1
2,15,0,0,1,1,1,0,0,1,0,0,1,1,1
2,15,0,0,1,1,1,0,0,1,1,1,1,1,6
2,15,0,1,0,1,0,0,1,1,1,1,1,1,4
2,15,0,1,0,1,1,0,0,1,1,1,1,1,4
2,7,1,0,1,1,0,0,1,1,0,1,1,1,2
2,7,1,0,1,1,0,0,1,1,1,1,1,1,15
2,7,1,0,1,1,0,1,0,1,0,0,1,1,1
2,7,1,0,1,1,1,0,0,1,1,1,1,1,1
2,7,1,1,0,1,0,0,1,1,0,0,0,1,3
2,7,1,1,0,1,0,0,1,1,0,1,1,1,12
2,7,1,1,0,1,0,0,1,1,1,1,1,1,21
2,7,1,1,0,1,0,1,0,1,0,0,0,1,7
2,7,1,1,0,1,0,1,0,1,0,1,1,1,1
2,7,1,1,0,1,1,0,0,1,0,0,1,1,2
2,5,1,0,1,1,0,0,1,1,0,0,0,1,7
2,5,1,0,1,1,0,0,1,1,0,0,1,1,5
2,5,1,0,1,1,0,0,1,1,0,1,1,1,2
2,5,1,0,1,1,0,0,1,1,1,1,1,1,51
2,5,1,0,1,1,0,1,0,1,0,0,0,1,7
2,5,1,0,1,1,0,1,0,1,0,1,1,1,2
2,5,1,0,1,1,0,1,0,1,1,1,1,1,15
2,5,1,0,1,1,1,0,0,1,0,0,0,1,3
2,5,1,0,1,1,1,0,0,1,0,0,1,1,1
2,5,1,0,1,1,1,0,0,1,1,1,1,1,8
2,5,1,1,0,1,0,0,1,1,0,0,0,1,3
2,5,1,1,0,1,0,0,1,1,0,0,1,1,4
2,5,1,1,0,1,0,0,1,1,0,1,1,1,19
2,5,1,1,0,1,0,0,1,1,1,1,1,1,110
2,5,1,1,0,1,0,1,0,1,0,0,0,1,7
2,5,1,1,0,1,0,1,0,1,0,0,1,1,4
2,5,1,1,0,1,0,1,0,1,0,1,1,1,2
2,5,1,1,0,1,0,1,0,1,1,1,1,1,41
2,5,1,1,0,1,1,0,0,1,0,0,0,1,4
2,5,1,1,0,1,1,0,0,1,0,0,1,1,1
2,5,1,1,0,1,1,0,0,1,0,1,1,1,2
2,5,1,1,0,1,1,0,0,1,1,1,1,1,17
2,8,1,0,1,1,0,0,1,1,0,0,0,1,3
2,8,1,0,1,1,0,0,1,1,0,1,1,1,2
2,8,1,0,1,1,0,0,1,1,1,1,1,1,19
2,8,1,0,1,1,0,1,0,1,0,0,0,1,5
2,8,1,0,1,1,0,1,0,1,0,1,1,1,1
2,8,1,0,1,1,0,1,0,1,1,1,1,1,5
2,8,1,0,1,1,1,0,0,1,0,0,0,1,2
2,8,1,0,1,1,1,0,0,1,0,1,1,1,2
2,8,1,1,0,1,0,0,1,1,0,0,0,1,7
2,8,1,1,0,1,0,0,1,1,0,1,1,1,4
2,8,1,1,0,1,0,0,1,1,1,1,1,1,37
2,8,1,1,0,1,0,1,0,1,0,0,0,1,13
2,8,1,1,0,1,0,1,0,1,0,1,1,1,4
2,8,1,1,0,1,0,1,0,1,1,1,1,1,9
2,8,1,1,0,1,1,0,0,1,0,0,0,1,2
2,8,1,1,0,1,1,0,0,1,1,1,1,1,4
2,16,0,0,1,1,0,1,0,1,1,1,1,1,1
2,16,0,1,0,1,0,0,1,1,1,1,1,1,3
2,16,0,1,0,1,1,0,0,1,1,1,1,1,1
2,17,0,0,1,1,0,0,1,1,0,0,0,1,6
2,17,0,0,1,1,0,0,1,1,0,0,1,1,2
2,17,0,0,1,1,0,0,1,1,0,1,1,1,2
2,17,0,0,1,1,0,0,1,1,1,1,1,1,13
2,17,0,0,1,1,0,1,0,1,0,0,0,1,2
2,17,0,0,1,1,0,1,0,1,1,1,1,1,5
2,17,0,0,1,1,1,0,0,1,0,0,0,1,1
2,17,0,0,1,1,1,0,0,1,0,0,1,1,1
2,17,0,0,1,1,1,0,0,1,0,1,1,1,1
2,17,0,0,1,1,1,0,0,1,1,1,1,1,15
2,17,0,1,0,1,0,0,1,1,0,0,0,1,2
2,17,0,1,0,1,0,0,1,1,0,1,1,1,13
2,17,0,1,0,1,0,0,1,1,1,1,1,1,50
2,17,0,1,0,1,0,1,0,1,0,0,0,1,5
2,17,0,1,0,1,0,1,0,1,1,1,1,1,7
2,17,0,1,0,1,1,0,0,1,0,0,0,1,3
2,17,0,1,0,1,1,0,0,1,0,1,1,1,4
2,17,0,1,0,1,1,0,0,1,1,1,1,1,10
2,9,1,0,1,1,0,0,1,1,1,1,1,1,11
2,9,1,0,1,1,0,1,0,1,0,0,1,1,2
2,9,1,0,1,1,0,1,0,1,1,1,1,1,1
2,18,0,0,1,1,0,0,1,1,1,1,1,1,2
2,18,0,0,1,1,0,1,0,1,1,1,1,1,2
2,18,0,1,0,1,0,0,1,1,1,1,1,1,1
2,18,0,1,0,1,0,1,0,1,0,1,1,1,1
2,18,0,1,0,1,0,1,0,1,1,1,1,1,1
2,19,0,0,1,1,1,0,0,1,1,1,1,1,1
2,19,0,1,0,1,0,0,1,1,1,1,1,1,14
2,19,0,1,0,1,0,1,0,1,1,1,1,1,2
2,19,0,1,0,1,1,0,0,1,0,1,1,1,1
2,19,0,1,0,1,1,0,0,1,1,1,1,1,2
2,20,0,0,1,1,0,0,1,1,1,1,1,1,4
2,20,0,0,1,1,1,0,0,1,1,1,1,1,1
2,20,0,1,0,1,0,0,1,1,1,1,1,1,7
2,20,0,1,0,1,0,1,0,1,0,0,0,1,1
2,20,0,1,0,1,0,1,0,1,0,1,1,1,2
2,20,0,1,0,1,0,1,0,1,1,1,1,1,2
2,20,0,1,0,1,1,0,0,1,0,0,0,1,3
2,20,0,1,0,1,1,0,0,1,0,1,1,1,1
2,20,0,1,0,1,1,0,0,1,1,1,1,1,3
2,10,1,0,1,1,0,0,1,1,0,0,0,1,1
2,10,1,0,1,1,0,0,1,1,0,1,1,1,1
2,10,1,0,1,1,0,0,1,1,1,1,1,1,4
2,10,1,0,1,1,0,1,0,1,0,0,0,1,1
2,10,1,0,1,1,0,1,0,1,0,0,1,1,3
2,10,1,0,1,1,0,1,0,1,1,1,1,1,8
2,10,1,0,1,1,1,0,0,1,0,0,0,1,1
2,10,1,0,1,1,1,0,0,1,0,1,1,1,2
2,10,1,0,1,1,1,0,0,1,1,1,1,1,14
2,10,1,1,0,1,0,0,1,1,0,0,0,1,1
2,10,1,1,0,1,0,0,1,1,0,1,1,1,2
2,10,1,1,0,1,0,0,1,1,1,1,1,1,160
2,10,1,1,0,1,0,1,0,1,0,0,0,1,4
2,10,1,1,0,1,0,1,0,1,0,1,1,1,1
2,10,1,1,0,1,0,1,0,1,1,1,1,1,7
2,10,1,1,0,1,1,0,0,1,0,0,0,1,5
2,10,1,1,0,1,1,0,0,1,0,0,1,1,2
2,10,1,1,0,1,1,0,0,1,0,1,1,1,2
2,10,1,1,0,1,1,0,0,1,1,1,1,1,19
2,21,0,0,1,1,0,0,1,1,0,0,0,1,2
2,21,0,0,1,1,0,0,1,1,0,1,1,1,2
2,21,0,0,1,1,0,1,0,1,0,0,1,1,2
2,21,0,0,1,1,1,0,0,1,0,0,1,1,1
2,21,0,0,1,1,1,0,0,1,1,1,1,1,9
2,21,0,1,0,1,0,0,1,1,0,0,0,1,1
2,21,0,1,0,1,0,0,1,1,0,0,1,1,1
2,21,0,1,0,1,0,0,1,1,1,1,1,1,5
2,21,0,1,0,1,0,1,0,1,1,1,1,1,2
2,21,0,1,0,1,1,0,0,1,0,0,0,1,1
2,21,0,1,0,1,1,0,0,1,0,0,1,1,2
2,21,0,1,0,1,1,0,0,1,0,1,1,1,2
2,21,0,1,0,1,1,0,0,1,1,1,1,1,16
2,22,0,0,1,1,0,0,1,1,1,1,1,1,7
2,22,0,0,1,1,0,1,0,1,0,0,1,1,1
2,22,0,0,1,1,0,1,0,1,1,1,1,1,5
2,22,0,0,1,1,1,0,0,1,0,0,0,1,1
2,22,0,0,1,1,1,0,0,1,1,1,1,1,4
2,22,0,1,0,1,0,0,1,1,0,1,1,1,2
2,22,0,1,0,1,0,0,1,1,1,1,1,1,152
2,22,0,1,0,1,0,1,0,1,0,0,1,1,6
2,22,0,1,0,1,0,1,0,1,0,1,1,1,1
2,22,0,1,0,1,0,1,0,1,1,1,1,1,23
2,22,0,1,0,1,1,0,0,1,0,0,0,1,6
2,22,0,1,0,1,1,0,0,1,0,0,1,1,2
2,22,0,1,0,1,1,0,0,1,0,1,1,1,5
2,22,0,1,0,1,1,0,0,1,1,1,1,1,14
2,11,1,0,1,1,0,0,1,1,0,0,1,1,5
2,11,1,0,1,1,0,0,1,1,1,1,1,1,4
2,11,1,0,1,1,0,1,0,1,0,0,0,1,1
2,11,1,0,1,1,0,1,0,1,0,0,1,1,1
2,11,1,0,1,1,1,0,0,1,0,0,1,1,1
2,11,1,1,0,1,0,0,1,1,0,0,1,1,2
2,11,1,1,0,1,0,0,1,1,0,1,1,1,2
2,11,1,1,0,1,0,0,1,1,1,1,1,1,177
2,11,1,1,0,1,0,1,0,1,0,0,1,1,2
2,11,1,1,0,1,0,1,0,1,0,1,1,1,1
2,11,1,1,0,1,0,1,0,1,1,1,1,1,2
2,11,1,1,0,1,1,0,0,1,1,1,1,1,1
2,23,0,0,1,1,0,0,1,1,0,0,0,1,2
2,23,0,0,1,1,0,0,1,1,0,0,1,1,2
2,23,0,0,1,1,0,0,1,1,0,1,1,1,2
2,23,0,0,1,1,0,0,1,1,1,1,1,1,1
2,23,0,1,0,1,0,0,1,1,1,1,1,1,2
2,23,0,1,0,1,1,0,0,1,1,1,1,1,6
2,24,0,0,1,1,0,0,1,1,1,1,1,1,2
2,24,0,0,1,1,0,1,0,1,0,0,0,1,1
2,24,0,0,1,1,0,1,0,1,1,1,1,1,2
2,24,0,0,1,1,1,0,0,1,1,1,1,1,1
2,24,0,1,0,1,0,0,1,1,0,0,0,1,4
2,24,0,1,0,1,0,0,1,1,1,1,1,1,9
2,24,0,1,0,1,0,1,0,1,0,1,1,1,1
2,24,0,1,0,1,1,0,0,1,0,0,0,1,1
2,24,0,1,0,1,1,0,0,1,1,1,1,1,3
2,25,0,0,1,1,0,0,1,1,0,0,0,1,7
2,25,0,0,1,1,0,0,1,1,1,1,1,1,1
2,25,0,0,1,1,0,1,0,1,0,0,0,1,1
2,25,0,0,1,1,1,0,0,1,0,1,1,1,2
2,25,0,1,0,1,0,0,1,1,0,0,0,1,5
2,25,0,1,0,1,0,0,1,1,0,1,1,1,8
2,25,0,1,0,1,0,0,1,1,1,1,1,1,9
2,25,0,1,0,1,0,1,0,1,0,0,0,1,1
2,25,0,1,0,1,1,0,0,1,0,0,1,1,3
2,25,0,1,0,1,1,0,0,1,0,1,1,1,1
2,25,0,1,0,1,1,0,0,1,1,1,1,1,2
14,12,0,1,0,1,0,1,0,1,1,1,1,1,1
14,13,0,0,1,1,0,0,1,1,0,1,1,1,1
14,13,0,0,1,1,0,0,1,1,1,1,1,1,7
14,13,0,0,1,1,0,1,0,1,1,1,1,1,4
14,13,0,1,0,1,0,0,1,1,1,1,1,1,10
14,13,0,1,0,1,0,1,0,1,0,1,1,1,1
14,13,0,1,0,1,0,1,0,1,1,1,1,1,3
14,1,0,1,0,1,0,0,1,1,1,1,1,1,9
14,2,0,0,1,1,0,0,1,1,1,1,1,1,4
14,2,0,1,0,1,0,0,1,1,1,1,1,1,6
14,3,0,0,1,1,0,0,1,1,0,0,1,1,1
14,3,0,0,1,1,1,0,0,1,0,0,0,1,1
14,3,0,1,0,1,0,0,1,1,1,1,1,1,4
14,3,0,1,0,1,0,1,0,1,1,1,1,1,1
14,3,0,1,0,1,1,0,0,1,0,1,1,1,1
14,4,0,0,1,1,0,0,1,1,0,0,1,1,1
14,4,0,0,1,1,0,0,1,1,1,1,1,1,31
14,4,0,0,1,1,0,1,0,1,0,0,0,1,1
14,4,0,0,1,1,0,1,0,1,1,1,1,1,4
14,4,0,1,0,1,0,0,1,1,1,1,1,1,5
14,4,0,1,0,1,0,1,0,1,0,0,0,1,1
14,4,0,1,0,1,0,1,0,1,1,1,1,1,2
14,4,0,1,0,1,1,0,0,1,0,0,0,1,1
14,4,0,1,0,1,1,0,0,1,1,1,1,1,1
14,6,0,0,1,1,0,0,1,1,1,1,1,1,6
14,6,0,0,1,1,0,1,0,1,1,1,1,1,12
14,6,0,1,0,1,0,0,1,1,1,1,1,1,1
14,15,0,0,1,1,0,0,1,1,1,1,1,1,14
14,15,0,0,1,1,0,1,0,1,1,1,1,1,16
14,15,0,1,0,1,0,0,1,1,1,1,1,1,1
14,15,0,1,0,1,0,1,0,1,1,1,1,1,2
14,7,0,0,1,1,0,0,1,1,1,1,1,1,6
14,5,0,0,1,1,0,0,1,1,1,1,1,1,51
14,5,0,0,1,1,0,1,0,1,0,0,0,1,1
14,5,0,0,1,1,0,1,0,1,0,1,1,1,1
14,5,0,0,1,1,0,1,0,1,1,1,1,1,1
14,5,0,1,0,1,0,0,1,1,0,1,1,1,1
14,5,0,1,0,1,0,0,1,1,1,1,1,1,20
14,5,0,1,0,1,0,1,0,1,1,1,1,1,7
14,8,0,0,1,1,0,0,1,1,1,1,1,1,19
14,8,0,0,1,1,0,1,0,1,1,1,1,1,1
14,8,0,1,0,1,0,0,1,1,1,1,1,1,1
14,8,0,1,0,1,0,1,0,1,0,1,1,1,1
14,8,0,1,0,1,0,1,0,1,1,1,1,1,5
14,8,0,1,0,1,1,0,0,1,1,1,1,1,1
14,17,0,0,1,1,0,0,1,1,0,0,1,1,2
14,17,0,0,1,1,0,0,1,1,1,1,1,1,16
14,17,0,0,1,1,0,1,0,1,0,0,0,1,1
14,17,0,0,1,1,0,1,0,1,0,1,1,1,1
14,17,0,0,1,1,0,1,0,1,1,1,1,1,3
14,17,0,1,0,1,0,0,1,1,1,1,1,1,18
14,17,0,1,0,1,0,1,0,1,1,1,1,1,12
14,17,0,1,0,1,1,0,0,1,1,1,1,1,3
14,9,0,0,1,1,0,0,1,1,1,1,1,1,13
14,9,0,1,0,1,0,0,1,1,1,1,1,1,2
14,19,0,1,0,1,0,0,1,1,1,1,1,1,12
14,19,0,1,0,1,1,0,0,1,1,1,1,1,2
14,20,0,0,1,1,0,0,1,1,1,1,1,1,1
14,20,0,0,1,1,0,1,0,1,1,1,1,1,5
14,20,0,1,0,1,0,1,0,1,1,1,1,1,2
14,10,0,0,1,1,0,0,1,1,1,1,1,1,2
14,10,0,0,1,1,0,1,0,1,1,1,1,1,1
14,10,0,1,0,1,0,0,1,1,1,1,1,1,5
14,10,0,1,0,1,0,1,0,1,1,1,1,1,6
14,21,0,0,1,1,0,0,1,1,1,1,1,1,13
14,21,0,0,1,1,0,1,0,1,1,1,1,1,12
14,21,0,1,0,1,0,0,1,1,1,1,1,1,2
14,21,0,1,0,1,1,0,0,1,1,1,1,1,1
14,22,0,0,1,1,0,1,0,1,1,1,1,1,1
14,22,0,1,0,1,0,1,0,1,1,1,1,1,3
14,11,0,1,0,1,0,0,1,1,0,1,1,1,1
14,23,0,0,1,1,0,0,1,1,0,0,1,1,2
14,23,0,1,0,1,0,0,1,1,1,1,1,1,5
14,24,0,0,1,1,0,0,1,1,1,1,1,1,8
14,24,0,0,1,1,0,1,0,1,0,1,1,1,1
14,24,0,1,0,1,0,0,1,1,1,1,1,1,5
14,24,0,1,0,1,0,1,0,1,0,0,0,1,1
14,25,0,0,1,1,0,0,1,1,1,1,1,1,15
14,25,0,1,0,1,0,1,0,1,1,1,1,1,6
3,12,0,0,1,1,0,0,1,1,1,1,1,1,21
3,12,0,0,1,1,1,0,0,1,1,1,1,1,9
